iter	Logloss
318	0.3529376884
319	0.3529324741
320	0.3529304913
321	0.3529274407
322	0.3529245906
323	0.3529208503
324	0.3529169521
325	0.3529118961
326	0.3529096804
327	0.3529073809
328	0.3529047077
329	0.3529026184
330	0.3528999318
331	0.3528977445
332	0.3528947361
333	0.352893085
334	0.3528905531
335	0.3528886455
336	0.352884681
337	0.3528802033
338	0.3528779273
339	0.3528750587
340	0.3528706512
341	0.3528679551
342	0.3528628432
343	0.3528594566
344	0.3528544381
345	0.3528499558
346	0.3528470592
347	0.3528430387
348	0.3528398391
349	0.3528380107
350	0.3528352516
351	0.3528319776
352	0.3528265853
353	0.3528255452
354	0.3528214915
355	0.3528184085
356	0.3528158245
357	0.352809164
358	0.3528054558
359	0.3528026152
360	0.3528011274
361	0.3527946164
362	0.3527918873
363	0.3527895275
364	0.3527865049
365	0.3527809957
366	0.352776425
367	0.352772988
368	0.352770987
369	0.3527675215
370	0.3527646018
371	0.3527607911
372	0.3527578389
373	0.3527550589
374	0.3527528577
375	0.3527493288
376	0.3527445621
377	0.35274146
378	0.3527378355
379	0.3527346084
380	0.3527321221
381	0.3527287776
382	0.3527266133
383	0.3527247057
384	0.3527217493
385	0.3527199722
386	0.3527172064
387	0.3527130833
388	0.3527104528
389	0.3527086059
390	0.3527059846
391	0.3527041983
392	0.3526996041
393	0.3526918808
394	0.3526898889
395	0.3526870158
396	0.3526850195
397	0.3526832004
398	0.3526804491
399	0.3526791846
400	0.3526758125
401	0.3526744921
402	0.3526708356
403	0.3526683065
404	0.3526615104
405	0.3526607641
406	0.3526574059
407	0.3526542624
408	0.3526514318
409	0.3526483442
410	0.3526460917
411	0.3526430502
412	0.3526395195
413	0.3526366742
414	0.3526333533
415	0.352628941
416	0.3526247945
417	0.3526235586
418	0.352617887
419	0.3526156808
420	0.352612775
421	0.3526094357
422	0.3526069917
423	0.3526042353
424	0.3526021783
425	0.3525989879
426	0.3525935682
427	0.3525911245
428	0.3525878924
429	0.3525857002
430	0.3525821133
431	0.3525806115
432	0.3525777662
433	0.3525733399
434	0.3525716235
435	0.3525695955
436	0.3525672968
437	0.3525636736
438	0.3525588316
439	0.3525563082
440	0.3525534211
441	0.3525519192
442	0.3525487101
443	0.352545268
444	0.3525406601
445	0.3525381142
446	0.3525350217
447	0.3525303862
448	0.3525260933
449	0.352522395
450	0.3525198856
451	0.3525163553
452	0.3525135802
453	0.3525085425
454	0.3525062663
455	0.3525034676
456	0.3524973754
457	0.3524940405
458	0.3524915639
459	0.3524883831
460	0.3524845624
461	0.3524820254
462	0.3524799872
463	0.352476055
464	0.3524730372
465	0.3524701041
466	0.3524682848
467	0.3524658495
468	0.352462925
469	0.3524588112
470	0.3524560361
471	0.3524532236
472	0.3524506117
473	0.352446918
474	0.3524416568
475	0.3524396605
476	0.3524390121
477	0.3524362509
478	0.3524328272
479	0.3524278266
480	0.3524237779
481	0.3524219543
482	0.3524196453
483	0.3524180173
484	0.352413647
485	0.3524102689
486	0.3524078576
487	0.3524065563
488	0.3524020648
489	0.3523995736
490	0.3523978246
491	0.3523947255
492	0.3523926967
493	0.3523875984
494	0.3523852896
495	0.3523838531
496	0.3523821647
497	0.3523793244
498	0.3523771414
499	0.3523730649
500	0.3523699452
501	0.3523673286
502	0.3523634293
503	0.3523612699
504	0.3523592265
505	0.3523566097
506	0.3523543988
507	0.3523507927
508	0.3523492938
509	0.3523438036
510	0.3523407767
511	0.3523393868
512	0.3523374931
513	0.3523340882
514	0.3523308328
515	0.3523268356
516	0.3523235706
517	0.3523206423
518	0.3523165017
519	0.3523144817
520	0.3523119024
521	0.3523082089
522	0.3523047565
523	0.352303017
524	0.3522985024
525	0.3522967393
526	0.352294673
527	0.3522920613
528	0.352289048
529	0.3522863521
530	0.3522835349
531	0.3522804797
532	0.3522785481
533	0.3522752692
534	0.3522735204
535	0.3522719485
536	0.3522700549
537	0.3522670182
538	0.3522645598
539	0.3522630905
540	0.3522599713
541	0.3522587352
542	0.3522554335
543	0.3522537872
544	0.3522519684
545	0.3522490066
546	0.3522447856
547	0.3522430132
548	0.3522419964
549	0.3522389275
550	0.3522370898
551	0.3522327925
552	0.352231855
553	0.3522296908
554	0.3522269716
555	0.3522246439
556	0.352221869
557	0.3522194717
558	0.3522145977
559	0.3522113934
560	0.3522088978
561	0.3522067476
562	0.3522043263
563	0.3522027685
564	0.3522003101
565	0.352199009
566	0.3521966909
567	0.3521950492
568	0.3521917001
569	0.3521896852
570	0.3521871099
571	0.3521852956
572	0.3521834286
573	0.3521785253
574	0.3521761979
575	0.3521724148
576	0.3521695743
577	0.3521682591
578	0.3521657542
579	0.3521607582
580	0.3521583703
581	0.3521563932
582	0.3521542802
583	0.3521512905
584	0.3521485526
585	0.3521460815
586	0.3521444996
587	0.3521427928
588	0.3521405398
589	0.3521377227
590	0.3521357449
591	0.3521335387
592	0.3521326152
593	0.3521293038
594	0.3521249236
595	0.3521228437
596	0.3521214911
597	0.3521190845
598	0.3521162303
599	0.3521130632
600	0.3521097379
601	0.3521044347
602	0.3521022637
603	0.3520989613
604	0.3520960553
605	0.3520934572
606	0.3520917875
607	0.3520876552
608	0.3520856775
609	0.3520845488
610	0.3520824827
611	0.3520800433
612	0.3520789053
613	0.3520770908
614	0.3520733316
615	0.352071121
616	0.3520683739
617	0.3520666062
618	0.3520654121
619	0.3520628793
620	0.3520609299
621	0.3520575949
622	0.3520559251
623	0.3520527626
624	0.3520518764
625	0.3520488914
626	0.352047166
627	0.3520446387
628	0.3520424791
629	0.3520387633
630	0.3520374947
631	0.3520348828
632	0.3520311235
633	0.3520287637
634	0.3520257834
635	0.35202117
636	0.3520177977
637	0.3520160253
638	0.3520146212
639	0.3520128631
640	0.3520112026
641	0.3520096585
642	0.3520059272
643	0.3520044764
644	0.3520022003
645	0.3519993971
646	0.3519959085
647	0.3519924337
648	0.3519891914
649	0.351987643
650	0.3519849558
651	0.3519835939
652	0.3519812011
653	0.3519790602
654	0.3519772411
655	0.3519737802
656	0.3519717979
657	0.3519701187
658	0.3519677162
659	0.3519648477
660	0.3519632152
661	0.3519611489
662	0.35195635
663	0.3519525303
664	0.351947857
665	0.3519448912
666	0.3519404136
667	0.3519383661
668	0.3519356225
669	0.3519341067
670	0.3519294707
671	0.351927857
672	0.3519263179
673	0.3519249653
674	0.3519224046
675	0.351919438
676	0.3519164203
677	0.3519148206
678	0.3519098116
679	0.3519064726
680	0.3519020882
681	0.3519003064
682	0.3518984314
683	0.3518959546
684	0.351893244
685	0.3518907807
686	0.3518892512
687	0.3518875627
688	0.3518851
689	0.3518837474
690	0.3518804176
691	0.3518778755
692	0.3518757815
693	0.3518737852
694	0.3518711079
695	0.3518695452
696	0.3518673494
697	0.3518643922
698	0.3518617895
699	0.3518598117
700	0.3518582678
701	0.3518554086
702	0.3518544291
703	0.3518529272
704	0.3518498394
705	0.3518475446
706	0.3518440092
707	0.3518427685
708	0.3518409215
709	0.3518384261
710	0.351835614
711	0.351832452
712	0.3518309496
713	0.3518296839
714	0.3518265164
715	0.3518239044
716	0.3518218801
717	0.3518211149
718	0.3518183254
719	0.3518171034
720	0.3518147901
721	0.3518122296
722	0.351809683
723	0.3518069358
724	0.3518035783
725	0.3518023002
726	0.3518000146
727	0.351797039
728	0.3517954248
729	0.351792949
730	0.3517905702
731	0.3517873567
732	0.3517862885
733	0.351785281
734	0.3517827155
735	0.351781592
736	0.3517812659
737	0.3517800719
738	0.3517772736
739	0.3517758606
740	0.3517733513
741	0.3517698254
742	0.3517669103
743	0.3517642753
744	0.3517623957
745	0.3517602504
746	0.3517586227
747	0.3517567802
748	0.3517552223
749	0.3517537759
750	0.3517526938
751	0.3517524139
752	0.3517497927
753	0.3517478943
754	0.3517451702
755	0.3517419239
756	0.3517385509
757	0.3517365406
758	0.3517340406
759	0.3517327441
760	0.3517305239
761	0.3517269092
762	0.3517252304
763	0.3517223989
764	0.3517201974
765	0.3517174181
766	0.3517162753
767	0.3517136541
768	0.3517096101
769	0.3517081456
770	0.3517058462
771	0.3517040418
772	0.351701817
773	0.3517004783
774	0.3516978796
775	0.3516964103
776	0.351692497
777	0.3516901417
778	0.3516889014
779	0.3516875161
780	0.3516853377
781	0.3516838126
782	0.3516805057
783	0.3516789432
784	0.3516769416
785	0.3516749456
786	0.3516727346
787	0.3516709015
788	0.351669521
789	0.3516672262
790	0.3516663028
791	0.3516633922
792	0.3516592451
793	0.351657044
794	0.3516554816
795	0.3516539284
796	0.3516515729
797	0.3516500478
798	0.3516480469
799	0.3516464845
800	0.3516454486
801	0.3516441427
802	0.3516428511
803	0.3516416522
804	0.3516383055
805	0.3516360015
806	0.3516336408
807	0.3516324748
808	0.3516306792
809	0.351629793
810	0.3516270971
811	0.3516250496
812	0.3516232675
813	0.3516212665
814	0.351619676
815	0.3516172691
816	0.3516157066
817	0.3516132159
818	0.3516123344
819	0.3516101469
820	0.3516077637
821	0.3516044941
822	0.3516004924
823	0.3515986548
824	0.3515967892
825	0.351591724
826	0.3515898817
827	0.3515879974
828	0.3515856742
829	0.3515829317
830	0.3515822133
831	0.3515797738
832	0.3515786219
833	0.3515750213
834	0.3515732069
835	0.3515714532
836	0.3515681
837	0.3515672371
838	0.351563893
839	0.3515613233
840	0.3515580905
841	0.3515568217
842	0.3515525724
843	0.3515498765
844	0.3515467519
845	0.3515454832
846	0.3515433983
847	0.3515417566
848	0.3515383794
849	0.3515363979
850	0.3515327647
851	0.3515311042
852	0.3515299755
853	0.3515269004
854	0.3515253797
855	0.351523374
856	0.3515220075
857	0.3515201137
858	0.3515179683
859	0.351516042
860	0.3515143484
861	0.3515130657
862	0.3515111346
863	0.3515083594
864	0.3515062279
865	0.3515043202
866	0.351503047
867	0.3515018109
868	0.351498989
869	0.3514975012
870	0.3514967968
871	0.3514944649
872	0.3514930283
873	0.351491615
874	0.351489456
875	0.3514879868
876	0.3514851513
877	0.3514829357
878	0.3514816857
879	0.3514798481
880	0.3514759017
881	0.351474759
882	0.3514732424
883	0.3514714979
884	0.3514668429
885	0.3514649725
886	0.3514630884
887	0.3514603878
888	0.3514571226
889	0.3514553128
890	0.3514524023
891	0.3514515814
892	0.3514499395
893	0.3514488761
894	0.3514451354
895	0.3514414879
896	0.3514396969
897	0.3514380131
898	0.3514355875
899	0.3514330018
900	0.3514316772
901	0.3514303203
902	0.3514285948
903	0.3514266493
904	0.3514242099
905	0.3514215654
906	0.3514190322
907	0.3514175024
908	0.3514146152
909	0.3514127075
910	0.3514105809
911	0.351408972
912	0.351406607
913	0.3514044473
914	0.3514037244
915	0.3514013084
916	0.3513996993
917	0.3513984258
918	0.3513948064
919	0.3513919612
920	0.351388789
921	0.3513860366
922	0.3513851877
923	0.3513831771
924	0.3513796878
925	0.3513777755
926	0.3513759239
927	0.3513733397
928	0.351371488
929	0.3513695058
930	0.3513658863
931	0.3513646223
932	0.3513624442
933	0.3513607605
934	0.3513581673
935	0.3513568405
936	0.3513543172
937	0.3513520456
938	0.3513501986
939	0.3513480811
940	0.3513451595
941	0.3513432332
942	0.3513418393
943	0.3513388728
944	0.3513344745
945	0.3513324734
946	0.3513297449
947	0.3513277577
948	0.3513254956
949	0.3513240497
950	0.3513231075
951	0.3513208359
952	0.3513180327
953	0.3513166521
954	0.3513134619
955	0.3513109431
956	0.351307967
957	0.3513058172
958	0.3513031493
959	0.3513020065
960	0.3513003969
961	0.3512980787
962	0.3512967121
963	0.3512940105
964	0.3512921589
965	0.3512905638
966	0.3512869816
967	0.3512845655
968	0.3512834928
969	0.351281338
970	0.3512799387
971	0.3512782596
972	0.3512771635
973	0.3512747428
974	0.3512727419
975	0.3512720097
976	0.3512702606
977	0.3512683015
978	0.3512670562
979	0.3512650507
980	0.3512645049
981	0.3512634369
982	0.3512617672
983	0.3512594444
984	0.3512575601
985	0.3512559878
986	0.3512547191
987	0.3512528815
988	0.3512504467
989	0.3512494951
990	0.3512480814
991	0.3512454881
992	0.3512437529
993	0.3512420504
994	0.3512410709
995	0.3512382771
996	0.3512362015
997	0.3512341588
998	0.351232438
999	0.3512296726
